2021-02-06 10:39:23,0
2021-02-06 10:39:28,0
2021-02-06 10:39:35,0
2021-02-06 10:40:19,1
2021-02-06 10:40:30,1
2021-02-06 10:40:40,1
2021-02-06 10:40:50,1
2021-02-06 10:41:01,0
2021-02-06 10:41:12,1
2021-02-06 10:41:23,0
2021-02-06 10:41:33,1
2021-02-06 10:41:44,1
2021-02-06 10:41:54,1
2021-02-06 10:42:06,0
2021-02-06 10:42:15,1
2021-02-06 10:42:26,1
2021-02-06 10:42:37,1
2021-02-06 10:42:47,1
2021-02-06 10:42:58,1
2021-02-06 10:43:09,1
2021-02-06 10:43:19,1
2021-02-06 10:43:30,1
2021-02-06 10:43:41,1
2021-02-06 10:43:52,1
2021-02-06 10:44:02,1
2021-02-06 10:44:13,1
2021-02-06 10:44:24,1
2021-02-06 10:44:34,1
2021-02-06 10:44:45,1
2021-02-06 10:44:56,1
2021-02-06 10:45:07,1
2021-02-06 10:45:17,1
2021-02-06 10:45:27,0
2021-02-06 10:45:34,0
2021-02-06 10:45:43,1
2021-02-06 10:45:54,1
2021-02-06 10:46:05,1
2021-02-06 10:46:13,0
2021-02-06 10:46:23,0
2021-02-06 10:46:39,1
2021-02-06 10:46:44,0
2021-02-06 10:46:50,0
2021-02-06 10:47:00,1
2021-02-06 10:47:06,0
2021-02-06 10:47:14,0
2021-02-06 10:47:24,1
2021-02-06 10:47:35,1
2021-02-06 10:47:43,0
2021-02-06 10:47:53,1
2021-02-06 10:48:04,1
2021-02-06 10:48:11,0
2021-02-06 10:48:20,0
2021-02-06 10:48:30,1
2021-02-06 10:48:38,0
2021-02-06 10:48:45,0
2021-02-06 10:48:54,1
2021-02-06 10:49:05,1
2021-02-06 10:49:16,1
2021-02-06 10:49:26,1
2021-02-06 10:49:37,1
2021-02-06 10:49:44,0
2021-02-06 10:49:54,1
2021-02-06 10:50:05,1
2021-02-06 10:50:16,1
2021-02-06 10:50:27,0
2021-02-06 10:50:33,0
2021-02-06 10:50:43,1
2021-02-06 10:50:51,0
2021-02-06 10:51:01,1
2021-02-06 10:51:12,1
2021-02-06 10:51:23,1
2021-02-06 10:51:34,1
2021-02-06 10:51:43,0
2021-02-06 10:51:53,1
2021-02-06 10:52:04,1
2021-02-06 10:52:14,1
2021-02-06 10:52:25,1
2021-02-06 10:52:34,0
2021-02-06 10:52:44,1
2021-02-06 10:52:55,1
2021-02-06 10:53:05,1
2021-02-06 10:53:16,1
2021-02-06 10:53:26,1
2021-02-06 10:53:37,1
2021-02-06 10:53:48,1
2021-02-06 10:53:54,0
2021-02-06 10:54:00,0
2021-02-06 10:54:10,1
2021-02-06 10:54:20,1
2021-02-06 10:54:27,0
2021-02-06 10:54:37,1
2021-02-06 10:54:48,1
2021-02-06 10:54:59,1
2021-02-06 10:55:10,1
2021-02-06 10:55:17,0
2021-02-06 10:55:27,1
2021-02-06 10:55:35,0
